id_site,no_spec,lon,lat,MAT,MAP,HYP,LOP
81428,17,40.28,-11.84,24.8,1090,2.059,1.118
192487,25,0.07,6.9,27.2,1357,1.76,1.04
65273,19,27.75,-21.27,20.5,445,2.316,1.421
198169,9,41.91,3.76,29,264,1.778,0.889
63762,13,17.89,-22.17,18.5,405,2.462,1.615
190098,20,-1.63,8.25,27.5,1210,2.05,1.3
185389,16,14.88,10.94,28.3,712,2.125,1.188
98101,15,29.94,-2.41,21,1077,1.467,0.867
188493,18,-10.3,9.15,24.4,2107,1.611,0.824
82211,20,39.01,-11.39,25.6,1007,2.2,1.25
94069,16,16.48,-4.66,23.9,1584,1.562,0.875
96520,23,39.55,-3.31,25.2,746,2.217,1.435
181460,6,11.45,13.19,27.2,304,1.5,0.667
95696,27,28.85,-3.76,14.1,1886,1.593,0.846
183001,15,0.66,12.29,28.2,729,2.267,1.2
61552,10,21.33,-23.52,20,335,2.6,1.7
196498,22,9.72,4.66,26.4,3027,1.364,0.773
166203,3,16.44,22.17,23,10,2.333,1.333
189306,18,-0.97,8.7,28.2,1143,2.111,1.333
183819,11,15.96,11.84,28.7,504,2.091,1.091
85325,16,20.43,-9.6,21.9,1344,1.688,1
187744,15,9.04,9.6,22.8,1288,2.267,1.333
192528,19,18.62,6.9,24.8,1337,2.053,1.263
82952,16,18.09,-10.94,20.3,1403,2.062,1.25
189302,21,-2.78,8.7,26.4,1095,2.048,1.333
190205,5,46.92,8.25,24.3,153,2.4,1.6
75918,15,17.61,-14.99,20.4,915,2.267,1.333
190147,21,20.6,8.25,26.7,1192,2.048,1.333
190084,19,-7.98,8.25,24.5,1523,1.947,1.368
81426,17,39.36,-11.84,24.9,1063,2.176,1.235
178302,7,-10.28,14.99,28.4,586,1.714,0.857
195730,29,23.82,5.1,24.3,1769,1.828,1.172
194094,11,6.07,6,26.2,2140,1.364,0.909
90876,16,16.63,-6.45,23.5,1436,1.688,0.875
187707,18,-7.8,9.6,25.9,1497,2,1.222
191784,9,41.91,7.35,26.3,379,1.778,1.333
202173,10,41.06,1.51,28.4,378,1.9,1
74409,20,34.81,-15.88,24.1,909,2,1.25
78262,19,23.36,-13.64,22.9,1049,2.158,1.421
75935,26,25.52,-14.99,20.7,913,2.308,1.423
98066,16,14.2,-2.41,23.2,2106,1.75,1
100509,23,31.14,-1.06,20.2,975,2,1.087
191721,19,13.38,7.35,22.2,1517,2.053,1.211
63758,11,15.95,-22.17,20.9,232,2.364,1.545
201332,25,23.58,1.96,24.8,1744,1.48,0.88
62284,12,19.19,-23.07,19.1,313,2.5,1.583
191677,18,-6.54,7.35,25.6,1257,1.556,1
84519,14,13.41,-10.04,24.3,674,1.857,0.857
85332,15,23.62,-9.6,22.7,1364,1.8,1.067
190960,15,28.99,7.8,27.5,978,2.333,1.2
100522,21,36.98,-1.06,19.3,875,2.19,1.286
92470,17,15.85,-5.55,22.7,1570,1.529,0.824
63076,5,44.81,-22.62,23.3,736,1,0.25
182194,17,-10.53,12.74,27.1,1158,2.118,1.176
186222,13,35.61,10.49,21.3,1638,2,1.231
82986,22,33.64,-10.94,20.6,814,2.136,1.318
165481,3,25.83,22.62,22.3,2,3,2
96458,20,11.66,-3.31,24.9,1437,1.75,1.368
186983,15,22.53,10.04,26.6,826,2.333,1.333
69770,16,14.75,-18.58,22.3,354,2.312,1.438
69082,11,48.53,-19.03,19.6,2190,1,0.364
72073,15,21.27,-17.23,21.5,650,2.533,1.467
179920,5,20.05,14.09,29.8,292,1.8,0.8
189355,25,21.29,8.7,26.4,1133,2,1.2
91680,15,19.62,-6,23.3,1643,1.467,0.933
75946,19,30.63,-14.99,23.4,927,2.158,1.105
181482,5,21.6,13.19,27.1,512,1.4,0.4
91720,20,37.68,-6,24,1067,1.95,1.05
198913,26,16.61,3.31,23.8,1628,1.462,0.769
179879,5,1.07,14.09,28.9,373,1.4,0.4
75160,24,25.02,-15.43,20.9,875,2.292,1.375
191689,22,-1.11,7.35,26.8,1242,1.909,1.182
192539,23,23.59,6.9,24.1,1435,2.087,1.217
82945,12,14.88,-10.94,21.7,1072,1.917,1.167
194980,5,45.63,5.55,27.5,249,2.2,1.6
61560,13,25.25,-23.52,20.1,417,2.385,1.462
89286,19,17.45,-7.35,23.4,1393,1.579,0.737
197315,22,17.71,4.21,23.9,1559,1.5,0.909
96487,17,24.7,-3.31,25,1654,1.529,0.941
195733,26,25.18,5.1,25,1589,1.808,1.077
182255,7,17.55,12.74,29.4,429,1.857,0.571
82156,11,13.81,-11.39,24.2,475,1.545,0.727
187713,17,-5.07,9.6,26.2,1230,2.176,1.412
182996,13,-1.63,12.29,27.8,779,2.231,1.231
192507,14,9.11,6.9,26.7,1712,1.714,1
97277,17,19.67,-2.86,25,1805,1.529,1
83735,13,15.96,-10.49,19.8,1212,1.846,1.077
93297,20,28.78,-5.1,22.9,1181,1.65,0.9
182209,12,-3.62,12.74,28.5,716,2.167,1.333
86136,25,29.27,-9.15,23.3,1117,2.16,1.32
75947,18,31.1,-14.99,21.7,1048,2.167,1.167
190162,14,27.41,8.25,27.2,994,2.286,1.286
74405,20,32.95,-15.88,25.4,705,2.2,1.15
81389,16,22.38,-11.84,20.6,1288,1.875,1.125
63052,20,33.13,-22.62,24.6,515,2.25,1.35
100532,17,41.47,-1.06,27.3,451,2.118,1.176
190937,19,18.57,7.8,25.5,1207,2.053,1.263
81409,24,31.56,-11.84,19.1,1054,2.25,1.375
189384,12,34.47,8.7,24.3,1100,2.167,1.333
86902,14,17.2,-8.7,22.4,1354,1.643,1
198900,26,10.76,3.31,24.5,2071,1.346,0.84
195732,28,24.73,5.1,24.7,1646,1.857,1.143
85322,16,19.07,-9.6,21.5,1398,1.688,1
179064,6,-16.66,14.54,26.6,570,1.667,0.667
179121,4,9.78,14.54,27.2,231,1.5,0.5
185396,15,18.09,10.94,28.3,833,2.267,1.2
82967,20,24.95,-10.94,21.1,1283,1.85,1
194063,23,-7.92,6,26.3,1984,1.522,1.091
176779,5,0.26,15.88,29.2,245,1.8,0.8
89281,16,15.19,-7.35,20.8,1381,1.688,0.875
189381,14,33.1,8.7,27.6,820,2.286,1.286
179143,5,19.99,14.54,29.7,229,2.2,1.2
168442,3,16.55,20.82,19.8,42,2.333,1.333
178326,6,0.87,14.99,28.9,289,1.667,0.667
75140,16,15.7,-15.43,22.2,739,2.25,1.125
90891,14,23.41,-6.45,24.7,1528,1.643,1.143
95661,14,13.1,-3.76,25.2,1252,1.786,1.429
87712,15,24.69,-8.25,22.4,1425,1.667,1.067
184565,14,-2.22,11.39,27.7,869,2.214,1.286
190881,19,-6.81,7.8,25.3,1293,1.842,1.263
82960,14,21.75,-10.94,22.1,1354,1.786,1
186906,19,-12.59,10.04,27.7,2220,1.632,0.889
77507,19,34.41,-14.09,18.6,963,2.053,1.211
176781,5,1.19,15.88,29,229,1.8,0.8
60836,26,30.38,-23.97,21.1,715,2.269,1.423
186116,18,-12.8,10.49,26.6,2153,1.667,0.941
63077,4,45.3,-22.62,21.9,781,1,0.25
81388,18,21.93,-11.84,20.7,1276,2,1.222
83756,19,25.56,-10.49,20.9,1131,2,1.158
80594,14,17.67,-12.29,20.5,1242,2,1.143
83753,16,24.19,-10.49,21.8,1411,1.75,1
62341,3,47.02,-23.07,20.7,1569,1,0
177568,3,8.25,15.43,27.5,196,2.333,1.333
195697,21,8.94,5.1,25.7,2872,1.429,0.81
190079,21,-10.25,8.25,25.1,2613,1.476,1
91695,15,26.39,-6,24.3,1127,1.667,0.933
69776,14,17.6,-18.58,22.8,531,2.429,1.5
184597,13,12.44,11.39,25.1,716,2.154,1.077
186251,3,48.85,10.49,24.8,80,2.333,2
78289,20,35.84,-13.64,22.8,1158,2.15,1.15
183857,6,33.4,11.84,27.2,552,1.667,0.667
178366,5,19.47,14.99,29.6,160,2.2,1.2
92482,13,21.27,-5.55,24.6,1575,1.538,0.923
184590,12,9.23,11.39,26.4,848,2.083,1.167
92505,26,31.65,-5.55,23.6,1018,2.269,1.346
184623,10,24.35,11.39,26.7,604,2.1,1.2
179915,5,17.74,14.09,29.6,236,1.8,0.8
79816,13,19.85,-12.74,20.6,1183,2.077,1.231
88535,27,37.61,-7.8,25.6,1162,2.074,1.148
92503,25,30.74,-5.55,20.6,1111,2.04,1.24
198170,13,42.36,3.76,29.8,279,1.769,0.923
186982,16,22.07,10.04,26.8,876,2.375,1.25
101315,15,32.91,-0.61,21.9,1768,2,1.067
95704,22,32.46,-3.76,22.7,846,2.182,1.227
100469,23,13.17,-1.06,25.2,1717,1.478,0.909
185377,12,9.39,10.94,25.8,952,2.083,1.167
77496,21,29.31,-14.09,19.4,976,2.19,1.286
68288,20,31.06,-19.48,17.9,748,2.25,1.35
181472,5,16.99,13.19,29.5,350,1.4,0.4
77506,18,33.94,-14.09,19.3,886,2.056,1.278
181416,12,-8.84,13.19,26.8,922,2.083,1.333
186234,12,41.09,10.49,25.2,457,1.75,1.167
80630,19,34.22,-12.29,24.2,1535,2.053,1.211
60077,11,16.82,-24.42,17,173,2.455,1.545
189351,21,19.47,8.7,26.8,1086,2.143,1.333
81415,19,34.32,-11.84,24.1,1749,2.053,1.211
94092,19,26.84,-4.66,25.1,1401,1.632,0.947
179917,5,18.66,14.09,29.7,254,1.8,0.8
190916,15,9.04,7.8,27.2,1280,2,1.067
188553,17,16.99,9.15,27.5,990,2.118,1.059
196525,26,21.88,4.66,24.8,1656,1.846,1.154
183089,7,41.11,12.29,26.6,274,2.286,1.143
202126,19,19.94,1.51,25.3,1919,1.526,0.947
81381,13,18.71,-11.84,20.3,1321,1.923,1.077
182242,10,11.56,12.74,26.6,421,2,1
75934,24,25.05,-14.99,20.8,909,2.292,1.375
191759,14,30.59,7.35,26.9,821,2.357,1.143
202114,29,14.55,1.51,23.7,1610,1.483,0.857
183027,11,12.61,12.29,25.9,500,2.091,1.091
71318,23,26.01,-17.68,21.7,753,2.435,1.522
200549,20,31.74,2.41,24.3,1192,2.1,1.2
67500,15,15.41,-19.93,21,319,2.4,1.667
194062,22,-8.37,6,26.3,2207,1.545,1.143
74385,21,23.61,-15.88,22.4,830,2.238,1.381
189354,22,20.83,8.7,27,1134,2.045,1.364
179895,5,8.47,14.09,27.7,304,1.4,0.4
62304,25,28.95,-23.07,16.7,745,2.32,1.48
171444,3,9.57,19.03,26.1,29,2.333,1.333
177632,9,38.07,15.43,27.7,364,2.333,1.333
174478,3,2.93,17.23,29.3,157,2.333,1.333
72851,25,26.42,-16.78,19.4,801,2.36,1.56
98917,26,36.62,-1.96,21.5,523,2.308,1.5
202131,19,22.19,1.51,25.2,1889,1.526,0.947
182985,13,-6.69,12.29,27.4,935,2.154,1.231
81417,20,35.23,-11.84,23.9,1295,2.2,1.15
99675,17,16.79,-1.51,25.8,1574,1.529,1
86894,14,13.56,-8.7,25.1,590,1.714,0.857
193370,12,39.23,6.45,17.5,1117,1.917,1
183066,5,30.54,12.29,27.2,497,1.8,0.8
92495,16,27.13,-5.55,24.4,1196,1.625,0.875
194147,15,30.01,6,26.6,1048,2.333,1.2
193332,24,22.05,6.45,24.9,1508,2.042,1.167
182995,13,-2.09,12.29,27.5,771,2.231,1.231
194183,4,46.27,6,27.3,209,2,2
179137,4,17.2,14.54,29.6,191,2,1
183854,6,32.02,11.84,27.5,510,2,1
184546,18,-10.92,11.39,25,1390,2,1.222
69810,24,33.71,-18.58,22.6,1395,2.167,1.375
188595,12,36.1,9.15,22,1501,1.917,1.167
180662,6,3.03,13.64,29.2,436,1.333,0.667
203732,19,20.78,0.61,25,2036,1.526,0.947
79806,12,15.25,-12.74,18.8,1276,2,1.167
186235,9,41.55,10.49,26.7,349,1.889,1.333
188510,18,-2.57,9.15,26.4,1086,2.111,1.333
74383,22,22.67,-15.88,22.5,844,2.364,1.409
66013,16,23.76,-20.82,22,387,2.312,1.562
190974,17,35.34,7.8,17.2,1910,1.941,0.941
60103,23,29.65,-24.42,20.1,626,2.435,1.522
182229,8,5.58,12.74,27.9,707,1.875,0.75
98872,13,16.39,-1.96,25.9,1586,1.538,1.077
179855,12,-10.04,14.09,28,799,2.083,1.333
184642,6,33.05,11.39,27.4,566,1.667,0.667
191705,17,6.13,7.35,25.2,1302,1.824,1.059
60136,3,45.93,-24.42,24,707,1,0.5
98068,14,15.1,-2.41,23.4,1975,1.714,1.143
194898,20,8.63,5.55,25,2535,1.5,0.9
94916,27,37.98,-4.21,19.1,1060,2.148,1.222
183852,5,31.1,11.84,26.6,684,1.8,0.8
70603,11,48.75,-18.13,19.6,1551,1,0.364
97302,19,30.91,-2.86,20.9,916,2,1.211
187811,11,39.56,9.6,14.3,976,1.727,0.727
101296,20,24.37,-0.61,24.8,1887,1.5,0.9
99680,19,19.04,-1.51,25.4,1964,1.526,1
187763,18,17.7,9.6,27.9,962,2.167,1.222
186196,10,23.73,10.49,26.6,718,2.1,1.2
193344,18,27.47,6.45,25.9,1306,2.167,1.222
69017,17,17.65,-19.03,22.6,527,2.353,1.588
180692,5,16.89,13.64,29.6,294,1.4,0.4
182287,5,32.29,12.74,28,371,1.8,0.8
78272,23,27.98,-13.64,20.3,1096,2.13,1.348
191765,18,33.3,7.35,27.6,1024,2.167,1.111
173716,3,4.33,17.68,29,130,2.333,1.333
183086,8,39.73,12.29,22.3,781,1.875,0.75
199752,17,33.61,2.86,23.1,1097,2.118,1.176
69010,17,14.32,-19.03,21.7,297,2.471,1.588
96480,18,21.55,-3.31,24.4,1848,1.444,0.824
77478,14,20.98,-14.09,20.2,1012,2.143,1.143
198933,27,25.6,3.31,24.2,1733,1.444,0.815
200540,28,27.69,2.41,24,2099,1.464,0.857
176788,4,4.46,15.88,29.4,232,1.5,0.5
188499,19,-7.57,9.15,25.6,1453,2,1.263
64540,19,34.19,-21.72,22.8,670,2.211,1.421
194945,17,29.84,5.55,26.1,1180,2.235,1.176
196502,18,11.52,4.66,25,1533,1.444,0.944
187022,14,40.32,10.04,25,606,2,1.143
84561,22,32.56,-10.04,21.6,1057,2.136,1.318
184653,12,38.09,11.39,17.6,1281,1.917,1
192503,15,7.31,6.9,25.7,1519,1.667,0.8
187835,3,50.5,9.6,27.9,89,2.333,2
90907,26,30.64,-6.45,23,1080,2,1.192
200547,25,30.84,2.41,19.9,1426,1.76,0.96
66763,18,23.16,-20.38,22.2,432,2.333,1.5
193351,16,30.64,6.45,26.8,904,2.375,1.25
186197,10,24.19,10.49,26.7,706,2.1,1.2
86115,16,19.72,-9.15,21.7,1421,1.688,1
193302,10,8.49,6.45,27.6,1929,1.6,0.8
68258,16,16.76,-19.48,21.7,504,2.312,1.562
64501,10,15.33,-21.72,20.4,164,2.3,1.7
77503,17,32.56,-14.09,22.1,1060,2.118,1.235
78273,21,28.45,-13.64,19.8,1106,2.095,1.286
176745,5,-15.61,15.88,26.9,333,1.8,0.4
179100,6,0.04,14.54,29,348,1.667,0.667
59357,10,21.49,-24.87,20.2,290,2.6,1.7
184579,14,4.19,11.39,28,945,2.214,1.286
180736,14,37.23,13.64,21.8,936,2.071,1.143
190970,20,33.53,7.8,27.4,1019,2.15,1.2
185388,16,14.43,10.94,28.1,744,2.125,1.188
190972,19,34.43,7.8,26,1349,2.053,1.053
179902,5,11.72,14.09,27.4,177,1.4,0.4
186178,15,15.51,10.49,28,740,2.067,1.2
199748,17,31.81,2.86,23.6,1315,2.118,1.176
190952,16,25.37,7.8,24.8,1266,2.062,1.25
72865,19,32.99,-16.78,23.7,615,2.158,1.105
202930,19,20.8,1.06,25.1,1996,1.526,0.947
60809,12,17.11,-23.97,18.7,229,2.417,1.583
85333,16,24.08,-9.6,22.6,1359,1.688,0.875
183816,14,14.58,11.84,27.7,559,2.286,1.143
190103,25,0.63,8.25,23.8,1369,2.04,1.2
82958,15,20.83,-10.94,21.3,1374,1.8,1.067
64525,13,26.94,-21.72,20.3,406,2.077,1.154
99708,18,31.62,-1.51,21,1683,2,1.278
66774,21,28.43,-20.38,18.1,589,2.286,1.381
190211,3,49.65,8.25,26.1,157,2.333,2
200580,7,45.67,2.41,27.1,479,1.857,1.143
98113,27,35.33,-2.41,17.7,796,2.222,1.37
99720,23,37.01,-1.51,19.2,578,2.261,1.435
197319,26,19.51,4.21,24.9,1643,1.577,0.923
194132,24,23.23,6,24.5,1581,2.042,1.167
187700,20,-10.99,9.6,24.9,1849,1.7,0.947
101291,19,22.13,-0.61,24.8,2048,1.526,0.947
173715,3,3.86,17.68,28.9,130,2.333,1.333
79025,13,15.6,-13.19,18.9,1222,2.077,1.231
96500,15,30.55,-3.31,20.1,1111,1.8,0.933
184650,13,36.72,11.39,21.4,1561,2,1.077
195702,19,11.2,5.1,24.5,1682,1.579,1
190978,13,37.15,7.8,18.6,1583,1.923,0.923
187787,10,28.63,9.6,27.7,775,2,1.2
185334,18,-10.27,10.94,26.1,1413,2,1.222
188588,12,32.91,9.15,27.9,778,2.167,1.167
189287,13,-9.6,8.7,24.1,2657,1.615,1.077
76732,19,35.3,-14.54,24.2,863,1.947,1.105
98892,21,25.38,-1.96,24.9,1793,1.476,0.857
192546,18,26.76,6.9,25.9,1321,2.167,1.222
193313,19,13.46,6.45,23,1585,1.947,1.105
197351,25,33.92,4.21,24.6,508,2.08,1.12
73595,14,14.71,-16.33,22.5,610,2.143,1
94910,25,35.27,-4.21,18.2,782,2.24,1.4
75921,13,19.01,-14.99,20.8,908,2.385,1.231
190082,17,-8.89,8.25,24.1,2082,1.529,0.941
192535,24,21.78,6.9,24.8,1424,2.042,1.167
189407,8,44.92,8.7,23.6,278,2.125,1.5
79099,5,49.74,-13.19,25,1407,1,0.25
188505,19,-4.84,9.15,26.7,1111,2.105,1.368
97304,23,31.81,-2.86,22.1,944,2.13,1.261
79858,18,39.19,-12.74,25.2,1037,2.222,1.278
181437,12,0.84,13.19,28.5,554,2.167,1.333
63783,18,28.08,-22.17,21,375,2.167,1.278
198167,13,41.01,3.76,26.8,278,1.769,1.154
202106,25,10.95,1.51,22.5,2058,1.44,0.833
195737,26,26.98,5.1,25,1487,1.923,1
203777,10,40.99,0.61,28.7,373,2,1.2
184594,12,11.06,11.39,24.6,776,2.083,1.167
183820,11,16.42,11.84,28.8,567,2.091,1.091
186132,15,-5.5,10.49,27,1133,2.2,1.2
188597,15,37.01,9.15,19.3,1344,1.933,0.933
82164,18,17.48,-11.39,20.6,1300,1.889,1.111
190929,19,14.94,7.8,25.8,1299,2.053,1.211
63764,12,18.86,-22.17,19.2,382,2.5,1.583
194071,20,-4.31,6,26.7,1358,1.5,1.053
183012,11,5.71,12.29,27.2,815,2,1.091
189356,23,21.74,8.7,26.4,1110,2,1.217
201315,27,15.94,1.96,24.5,1652,1.481,0.852
99704,19,29.83,-1.51,16.9,1177,1.474,0.789
79020,14,13.29,-13.19,22.7,657,1.857,1
75149,13,19.9,-15.43,20.6,817,2.385,1.231
174445,3,-12.58,17.23,29.6,138,1.667,0.667
193270,19,-5.97,6.45,25.9,1321,1.474,0.947
69786,23,22.34,-18.58,22.1,470,2.261,1.348
193363,22,36.06,6.45,26.2,1012,2.091,1.182
79822,16,22.62,-12.74,19.3,1175,2.188,1.25
176744,5,-16.08,15.88,26,313,1.8,0.4
187756,16,14.51,9.6,28.1,848,2.25,1.25
72820,6,11.88,-16.78,19.5,46,2.333,1
193348,16,29.28,6.45,26.8,1071,2.312,1.25
83746,15,20.99,-10.49,21.6,1416,1.733,1.067
188615,8,45.19,9.15,23.9,226,2,1.25
73636,19,33.9,-16.33,25.7,695,2.053,1.105
100468,24,12.72,-1.06,24.7,1692,1.5,0.957
195725,21,21.57,5.1,24.1,1554,1.905,1.238
80586,15,13.99,-12.29,22.8,904,1.867,0.933
191740,23,21.98,7.35,24.8,1353,2.087,1.217
68278,22,26.29,-19.48,21.4,472,2.318,1.318
176003,5,-2.13,16.33,29,232,2.2,0.8
172188,4,2.43,18.58,27.9,100,2.5,1.5
190166,14,29.22,8.25,27.6,927,2.286,1.143
88484,15,14.48,-7.8,23.8,556,1.733,0.933
98875,19,17.74,-1.96,25.7,1626,1.474,0.889
195663,21,-6.38,5.1,25.6,1455,1.524,1.1
186246,7,46.57,10.49,27.5,43,2.286,1.429
60097,23,26.69,-24.42,20.9,478,2.348,1.435
86155,27,37.92,-9.15,23.2,1116,2.185,1.296
65994,11,14.62,-20.82,21.6,147,2.182,1.727
89276,14,12.92,-7.35,26.3,580,1.714,0.857
98107,19,32.64,-2.41,22.6,1144,2,1.211
194973,9,42.48,5.55,26.4,378,1.778,1.333
180673,6,8.11,13.64,27.4,389,1.5,0.667
191730,18,17.45,7.35,26.3,1271,2.056,1.111
194877,18,-0.84,5.55,26.3,1407,1.556,1.111
200523,24,20.05,2.41,25,1844,1.5,0.833
185464,4,49.19,10.94,26.7,41,2.5,2
194865,20,-6.25,5.55,26.1,1448,1.55,1.1
80605,16,22.72,-12.29,20.1,1231,2,1.25
63770,10,21.77,-22.17,20.8,391,2.6,1.7
204575,22,39.18,0.16,26.8,330,2.091,1.318
197368,12,41.58,4.21,28,262,1.75,1.167
181431,10,-1.92,13.19,28.1,647,2.1,1.2
180671,6,7.19,13.64,27.4,405,1.5,0.667
197362,12,38.88,4.21,19.4,609,1.833,1.167
72833,15,17.98,-16.78,22.5,684,2.267,1.2
90922,21,37.42,-6.45,25.3,942,1.905,1.095
183787,18,1.27,11.84,28.5,812,2.389,1.333
183797,11,5.86,11.84,26.6,928,2,1.091
198930,26,24.25,3.31,25,1658,1.462,0.846
60834,25,29.4,-23.97,17.3,586,2.4,1.56
83743,15,19.62,-10.49,20.6,1372,1.733,1.067
189294,20,-6.42,8.7,26.2,1294,2,1.3
70565,19,30.79,-18.13,18.6,784,2.316,1.421
195748,19,31.94,5.1,27.6,901,2.105,1.053
98908,15,32.57,-1.96,22.3,1437,1.933,1.133
202178,8,43.3,1.51,27.3,524,1.75,1
191715,20,10.66,7.35,25,1511,1.95,1.1
92479,16,19.91,-5.55,24.1,1622,1.438,0.875
185336,19,-9.35,10.94,26.1,1407,2,1.158
184680,3,50.47,11.39,25.9,38,2.667,2
66815,4,48.07,-20.38,20.4,2260,1,0
86158,23,39.28,-9.15,25.6,1056,2.043,1.174
72873,17,36.74,-16.78,24.7,1343,2.176,1.235
67525,20,27.35,-19.93,20.6,535,2.25,1.25
88499,17,21.29,-7.8,23.8,1486,1.765,0.941
196574,7,43.97,4.66,26,354,1.857,1.143
189281,22,-12.33,8.7,26.4,2920,1.591,1.143
66055,7,43.94,-20.82,25.3,699,1,0.333
187783,12,26.81,9.6,27.4,745,2.167,1.167
194110,22,13.3,6,23.3,1576,1.955,1.136
177594,3,20.36,15.43,29.3,139,2.333,1.333
190078,22,-10.71,8.25,25.6,2629,1.5,1.048
82212,18,39.47,-11.39,22.2,1184,2.111,1.167
102120,18,34.24,-0.16,22.4,1033,1.944,1.167
76684,15,13.03,-14.54,23.3,591,1.933,1.067
196500,22,10.62,4.66,25.7,2338,1.409,0.682
66745,12,14.53,-20.38,21.5,176,2.25,1.583
86936,22,32.65,-8.7,21.8,1043,2.045,1.227
82193,26,30.76,-11.39,20.8,1246,2.231,1.423
182986,13,-6.23,12.29,27.2,947,2.154,1.231
60870,4,47.1,-23.97,17.4,1493,1,0
196505,26,12.87,4.66,23.4,1548,1.538,0.808
97269,14,16.07,-2.86,24.3,1645,1.714,1.143
86142,23,32,-9.15,20.5,964,2.13,1.348
77538,7,48.76,-14.09,20.7,1504,1,0.167
201319,26,17.74,1.96,25.1,1746,1.462,0.769
67536,20,32.61,-19.93,15.6,1243,2.05,1.25
177554,5,1.73,15.43,29.2,231,1.8,0.8
183002,16,1.12,12.29,28.1,739,2.25,1.25
178333,5,4.13,14.99,29.3,276,1.8,0.8
186147,15,1.35,10.49,27.1,1137,2.267,1.333
187719,17,-2.34,9.6,27.1,1066,2.176,1.294
96474,19,18.85,-3.31,25.3,1645,1.316,0.667
180635,12,-9.44,13.64,27.5,804,2.083,1.333
189282,22,-11.87,8.7,26.8,3085,1.591,1.143
182276,4,27.22,12.74,27.3,321,1.5,0.5
189300,28,-3.69,8.7,27,1084,1.929,1.071
73640,17,35.77,-16.33,22.6,1629,2.176,1.353
194118,18,16.91,6,25.1,1406,1.944,1.222
177516,6,-15.97,15.43,26.1,403,1.833,0.667
79880,5,49.33,-12.74,24.8,1409,1,0
198922,26,20.65,3.31,24.6,1677,1.462,0.846
199767,13,40.36,2.86,26.3,334,1.923,1.308
169914,3,1.07,19.93,28.5,70,3,2
198970,10,42.25,3.31,29.6,315,1.8,0.8
191746,21,24.7,7.35,24.9,1324,2.143,1.333
166948,4,16.78,21.72,22.4,14,2.5,1.5
77488,28,25.61,-14.09,20.7,1015,2.321,1.393
69812,27,34.66,-18.58,25.3,1074,2.259,1.37
198910,27,15.26,3.31,23.9,1591,1.481,0.852
179081,8,-8.77,14.54,27.9,616,1.875,1
190912,16,7.23,7.8,26.4,1260,1.938,1
167696,3,17.62,21.27,20.3,19,2.333,1.333
194957,25,35.26,5.55,22.4,975,2.24,1.36
186117,21,-12.35,10.49,25.6,1918,1.762,1
179112,4,5.6,14.54,28.4,399,1.5,0.5
187793,10,31.36,9.6,27.9,789,2,1
179075,8,-11.56,14.54,29.2,619,1.75,1
102112,19,30.65,-0.16,20.9,967,1.895,1.053
190994,8,44.41,7.8,24.4,339,2.125,1.5
190996,7,45.31,7.8,25.5,241,2.286,1.714
181467,9,14.68,13.19,27.8,307,1.778,1.111
202917,26,14.96,1.06,24.4,1630,1.5,0.846
180637,12,-8.52,13.64,27.4,814,2.083,1.333
196566,11,40.36,4.66,22.4,432,1.727,1.091
190985,13,40.33,7.8,21.7,848,1.769,0.769
76738,18,38.09,-14.54,23.4,1068,2.222,1.278
75951,18,32.96,-14.99,24.7,906,2.167,1.167
188592,14,34.73,9.15,21.6,1275,2.071,1.286
72869,22,34.87,-16.78,25.4,880,2.227,1.227
65286,23,34.01,-21.27,23.5,736,2.217,1.261
183773,14,-5.14,11.84,27.2,980,2.214,1.286
180624,9,-14.53,13.64,27.3,753,1.778,0.889
183765,16,-8.81,11.84,27,1173,2.062,1.125
183791,17,3.11,11.84,28.7,824,2.294,1.176
74372,14,17.54,-15.88,21.9,765,2.214,1.143
185381,12,11.22,10.94,25,832,2.083,1.167
194097,11,7.42,6,25.9,1964,1.182,0.545
193391,4,48.72,6.45,27.2,151,2.25,2
185343,13,-6.15,10.94,27.1,1101,2.154,1.231
200561,20,37.13,2.41,25.8,319,2.2,1.55
199727,25,22.37,2.86,24.6,1720,1.48,0.88
187738,14,6.31,9.6,27.5,1231,2.214,1.286
65283,24,32.57,-21.27,23.6,601,2.208,1.208
79843,27,32.29,-12.74,23.6,864,2.296,1.37
60813,12,19.08,-23.97,19.6,241,2.5,1.583
189350,19,19.02,8.7,26.8,1067,2.053,1.263
179861,9,-7.26,14.09,26.9,584,2,1.111
87692,16,15.61,-8.25,20.7,1225,1.688,0.875
100493,19,23.95,-1.06,24.6,1883,1.526,0.947
90077,16,15.45,-6.9,22,1314,1.688,0.875
98087,18,23.64,-2.41,24.6,1780,1.5,0.889
188620,5,47.47,9.15,24.8,110,2.4,1.6
191709,15,7.94,7.35,26.2,1423,1.867,0.933
199778,13,45.3,2.86,27.6,474,1.923,1.231
182307,5,41.5,12.74,30.3,115,2.4,1.6
191738,25,21.08,7.35,25.2,1307,2,1.2
98078,19,19.6,-2.41,25.3,1857,1.526,1
176775,5,-1.6,15.88,29.4,280,2.2,0.8
102097,19,23.91,-0.16,24.8,1919,1.526,0.947
72092,18,30.21,-17.23,19.1,820,2.278,1.389
95719,23,39.21,-3.76,24.2,685,2.217,1.435
190206,5,47.38,8.25,23.6,151,2.4,1.6
91710,24,33.17,-6,23.1,823,2.167,1.292
203752,29,29.76,0.61,24.3,1226,1.586,0.759
